feature,importance
repo_stars,0.3547418953298667
cvss_score,0.1855352066888767
version_bump_ord,0.11518942141596852
cvss_severity_ord,0.1060023871604061
cwe_UNKNOWN,0.0596925457417427
cwe_CWE_89,0.03206259167723139
cwe_CWE_20,0.03094749511675304
cwe_CWE_502,0.025704530661628224
cwe_CWE_378,0.024605520324015542
cwe_CWE_400,0.022073268533742314
cwe_CWE_200,0.017266357445769674
cwe_CWE_665,0.010314421182682706
cwe_CWE_1333,0.008908676232073908
has_cve,0.006955682489242466
cwe_CWE_476,0.0
