label,n_bc_prs,fixes_found,fixes_found_pct,median_fix_days,iqr_low,iqr_high,within_7d_pct,within_30d_pct,reverted_pct
"NAIVE (keyword-only, original corrected run)",160,53,33.125,0.9623611111111111,0.13358796296296296,3.5428587962962963,28.125,31.25,14.375
STRICT (relatedness-filtered),160,47,29.375,3.5433449074074073,0.8038078703703704,10.404519675925926,20.0,25.625,8.75
