label,n_bc_prs,fixes_found,fixes_found_pct,median_fix_days,iqr_low,iqr_high,within_7d_pct,within_30d_pct,reverted_pct
"NAIVE (keyword-only, original corrected run)",158,53,33.54430379746835,0.9623611111111111,0.13358796296296296,3.5428587962962963,28.481012658227847,31.645569620253166,14.556962025316455
STRICT (relatedness-filtered),158,46,29.11392405063291,3.5434432870370367,1.107578125,11.05771122685185,19.620253164556964,25.31645569620253,8.227848101265822
